UDI,Type,Air temperature,Process temperature
6165,H,300.9,310.7
6166,L,300.9,310.7
6167,H,300.9,310.7
6168,M,300.9,310.7
6169,M,300.7,310.6
6170,L,300.7,310.5
6171,H,300.8,310.5
6172,L,300.8,310.6
6173,L,300.8,310.6
6174,L,300.8,310.7
6175,L,300.9,310.7
6176,L,300.9,310.8
6177,L,301.0,310.9
6178,L,301.0,310.8
6179,L,301.1,310.9
6180,M,301.1,310.9
6181,L,301.0,310.9
6182,L,301.0,310.8
6183,L,301.0,310.8
6184,H,301.0,310.9
6185,L,301.0,311.0
6186,L,301.1,311.0
6187,M,301.1,311.0
6188,L,301.0,311.0
6189,L,301.0,310.9
6190,M,301.0,310.9
6191,L,300.9,310.9
6192,H,301.0,310.9
6193,L,301.0,310.9
6194,L,301.0,310.9
6195,L,300.9,310.8
6196,L,300.9,310.8
6197,L,300.9,310.8
6198,L,300.9,310.8
6199,M,301.0,310.9
6200,L,300.9,310.9
6201,L,301.0,310.9
6202,M,301.0,310.9
6203,L,301.0,310.9
6204,L,301.0,310.9
6205,M,300.9,310.8
6206,M,300.9,310.7
6207,M,300.8,310.6
6208,L,300.7,310.6
6209,M,300.7,310.6
6210,L,300.7,310.6
6211,L,300.8,310.5
6212,L,300.8,310.6
6213,L,300.8,310.6
6214,L,300.9,310.6
6215,L,300.9,310.7
6216,L,301.1,310.8
6217,L,301.1,310.8
6218,M,301.0,310.7
6219,H,301.0,310.6
6220,H,301.1,310.6
6221,L,301.1,310.8
6222,M,301.2,310.9
6223,H,301.1,310.8
6224,M,301.1,310.9
6225,L,301.2,311.0
6226,M,301.2,311.0
6227,H,301.3,311.0
6228,L,301.2,310.8
6229,L,301.2,310.9
6230,L,301.3,310.9
6231,M,301.3,311.0
6232,M,301.3,311.0
6233,L,301.3,311.0
6234,L,301.2,310.9
6235,L,301.2,310.8
6236,L,301.3,310.9
6237,M,301.3,310.9
6238,L,301.4,310.9
6239,L,301.3,310.8
6240,L,301.2,310.7
6241,M,301.2,310.7
6242,L,301.1,310.5
6243,L,301.0,310.4
6244,L,301.0,310.4
6245,M,301.0,310.4
6246,L,300.9,310.4
6247,H,300.8,310.3
6248,L,300.8,310.2
6249,L,300.8,310.1
6250,L,300.7,310.1
6251,L,300.8,310.2
6252,M,300.8,310.2
6253,L,300.8,310.3
6254,L,300.9,310.4
6255,L,301.0,310.5
6256,L,301.0,310.5
6257,L,301.0,310.6
6258,L,301.1,310.7
6259,M,301.1,310.7
6260,M,301.2,310.8
6261,L,301.1,310.7
6262,L,301.1,310.6
6263,L,301.0,310.6
6264,M,301.0,310.6
6265,L,300.9,310.4
6266,L,300.8,310.3
6267,L,300.8,310.4
6268,L,300.8,310.4
6269,L,300.9,310.5
6270,M,300.9,310.5
6271,L,300.9,310.4
6272,M,300.9,310.5
6273,M,301.1,310.6
6274,L,301.2,310.8
6275,M,301.2,310.7
6276,L,301.3,310.8
6277,L,301.2,310.8
6278,L,301.2,310.8
6279,L,301.2,310.7
6280,L,301.3,310.8
6281,M,301.2,310.7
6282,M,301.3,310.8
6283,M,301.3,310.8
6284,L,301.3,310.8
6285,M,301.2,310.8
6286,M,301.2,310.7
6287,L,301.1,310.6
6288,M,301.1,310.6
6289,L,301.0,310.5
6290,L,301.0,310.5
6291,L,301.0,310.5
6292,M,301.1,310.5
6293,L,301.0,310.4
6294,H,301.0,310.4
6295,L,301.1,310.5
6296,H,301.1,310.6
6297,L,301.0,310.5
6298,M,301.1,310.5
6299,L,301.1,310.5
6300,L,301.2,310.6
6301,L,301.2,310.7
6302,M,301.2,310.6
6303,L,301.2,310.6
6304,H,301.2,310.6
6305,L,301.1,310.5
6306,M,301.1,310.5
6307,L,301.0,310.4
6308,L,301.0,310.3
6309,M,300.8,310.1
6310,L,300.9,310.2
6311,L,300.9,310.1
6312,L,300.9,310.3
6313,M,300.9,310.2
6314,L,300.9,310.3
6315,M,301.0,310.4
6316,M,301.0,310.4
6317,L,300.9,310.4
6318,L,300.9,310.3
6319,M,300.9,310.3
6320,L,300.8,310.2
6321,M,300.8,310.2
6322,L,300.7,310.2
6323,M,300.7,310.1
6324,L,300.7,310.1
6325,M,300.7,310.1
6326,L,300.7,310.1
6327,L,300.6,310.0
6328,L,300.6,310.0
6329,L,300.7,310.0
6330,M,300.7,310.0
6331,M,300.5,310.0
6332,H,300.5,310.0
6333,M,300.5,309.9
6334,M,300.4,309.9
6335,M,300.4,309.8
6336,M,300.4,309.8
6337,L,300.4,309.8
6338,M,300.4,309.8
6339,L,300.4,309.9
6340,L,300.5,310.0
6341,H,300.5,309.9
6342,M,300.4,309.8
6343,M,300.3,309.8
6344,L,300.2,309.8
6345,H,300.2,309.8
6346,L,300.2,309.8
6347,L,300.2,309.7
6348,L,300.2,309.7
6349,L,300.2,309.8
6350,L,300.1,309.8
6351,L,300.1,309.7
6352,L,300.0,309.7
6353,L,300.0,309.6
6354,M,300.0,309.6
6355,L,300.1,309.6
6356,L,300.1,309.7
6357,M,300.1,309.7
6358,L,300.2,309.8
6359,M,300.2,309.8
6360,L,300.1,309.8
6361,L,300.1,309.7
6362,M,300.1,309.7
6363,L,300.0,309.6
6364,M,300.0,309.6
6365,M,299.9,309.6
6366,M,299.9,309.5
6367,M,299.9,309.5
6368,L,300.0,309.6
6369,M,300.0,309.6
6370,H,300.0,309.5
6371,L,300.1,309.6
6372,L,300.1,309.6
6373,M,300.0,309.5
6374,H,300.0,309.5
6375,L,300.0,309.5
6376,H,300.0,309.6
6377,L,300.0,309.6
6378,L,300.1,309.6
6379,L,300.0,309.6
6380,L,300.1,309.7
6381,L,300.2,309.8
6382,L,300.2,309.7
6383,L,300.2,309.8
6384,H,300.2,309.7
6385,H,300.1,309.6
6386,L,300.1,309.7
6387,L,300.2,309.7
6388,M,300.2,309.8
6389,H,300.3,309.9
6390,H,300.3,309.9
6391,L,300.3,309.8
6392,M,300.2,309.7
6393,L,300.1,309.7
6394,L,300.2,309.7
6395,M,300.2,309.7
6396,M,300.1,309.6
6397,L,300.0,309.6
6398,M,300.0,309.6
6399,L,300.1,309.7
6400,M,300.1,309.6
6401,L,300.1,309.7
6402,M,300.0,309.6
6403,M,300.1,309.6
6404,L,300.1,309.6
6405,M,300.2,309.7
6406,L,300.1,309.7
6407,L,300.2,309.8
6408,M,300.3,309.9
6409,L,300.3,309.9
6410,L,300.3,310.0
6411,L,300.4,310.1
6412,M,300.4,310.0
6413,L,300.4,310.0
6414,L,300.4,310.1
6415,M,300.4,310.1
6416,L,300.4,310.1
6417,H,300.4,310.1
6418,L,300.3,309.9
6419,H,300.3,309.9
6420,H,300.3,309.9
6421,L,300.3,309.9
6422,L,300.3,309.9
6423,L,300.3,309.9
6424,M,300.3,310.0
6425,M,300.3,310.0
6426,L,300.3,309.9
6427,L,300.2,309.7
6428,L,300.2,309.8
6429,M,300.2,309.8
6430,M,300.2,309.8
6431,L,300.3,309.8
6432,L,300.2,309.8
6433,M,300.3,309.9
6434,L,300.3,309.9
6435,M,300.3,309.9
6436,L,300.3,309.9
6437,L,300.4,310.0
6438,L,300.4,310.0
6439,L,300.4,310.0
6440,L,300.6,310.1
6441,L,300.6,310.2
6442,L,300.7,310.2
6443,L,300.7,310.2
6444,L,300.8,310.3
6445,M,300.8,310.3
6446,L,300.7,310.3
6447,M,300.7,310.3
6448,L,300.6,310.1
6449,H,300.7,310.2
6450,L,300.6,310.2
6451,L,300.6,310.2
6452,L,300.7,310.2
6453,L,300.7,310.1
6454,L,300.7,310.2
6455,L,300.7,310.1
6456,L,300.7,310.1
6457,L,300.7,310.2
6458,L,300.7,310.0
6459,M,300.6,310.0
6460,M,300.6,310.0
6461,L,300.6,310.0
6462,L,300.6,310.0
6463,H,300.6,310.0
6464,H,300.5,310.0
6465,M,300.5,309.9
6466,M,300.5,309.8
6467,L,300.4,309.7
6468,L,300.4,309.7
6469,L,300.5,309.8
6470,M,300.4,309.6
6471,L,300.4,309.6
6472,L,300.4,309.6
6473,H,300.4,309.6
6474,H,300.4,309.5
6475,M,300.5,309.7
6476,L,300.5,309.7
6477,L,300.5,309.7
6478,L,300.5,309.7
6479,L,300.5,309.8
6480,L,300.6,309.8
6481,L,300.7,309.9
6482,L,300.7,309.8
6483,L,300.6,309.9
6484,L,300.7,309.9
6485,H,300.6,309.8
6486,L,300.6,309.8
6487,L,300.5,309.8
6488,H,300.6,309.8
6489,L,300.7,309.8
6490,M,300.7,309.8
6491,L,300.7,309.9
6492,L,300.8,310.0
6493,M,300.8,309.9
6494,L,300.7,309.8
6495,L,300.6,309.7
6496,M,300.6,309.8
6497,L,300.7,309.9
6498,L,300.8,309.9
6499,H,300.8,309.9
6500,L,300.9,310.0
6501,M,300.9,310.0
6502,M,300.9,310.0
6503,L,300.9,310.0
6504,M,300.9,309.9
6505,M,301.0,310.1
6506,L,301.1,310.1
6507,H,301.0,310.1
6508,L,301.0,310.1
6509,H,301.0,310.1
6510,L,301.1,310.1
6511,L,301.1,310.2
6512,M,301.2,310.1
6513,M,301.1,310.0
6514,L,301.1,310.0
6515,L,301.0,309.9
6516,L,301.0,310.0
6517,H,301.1,310.0
6518,L,301.1,310.1
6519,H,301.0,310.0
6520,L,301.1,310.1
6521,M,301.2,310.1
6522,L,301.1,310.1
6523,L,301.1,310.1
6524,M,301.1,310.2
6525,L,301.1,310.4
6526,L,301.1,310.4
6527,L,301.2,310.4
6528,L,301.2,310.4
6529,L,301.2,310.5
6530,L,301.3,310.6
6531,H,301.3,310.6
6532,H,301.2,310.7
6533,H,301.2,310.6
6534,L,301.3,310.7
6535,L,301.3,310.6
6536,H,301.2,310.5
6537,L,301.3,310.5
6538,M,301.3,310.5
6539,L,301.4,310.7
6540,L,301.4,310.7
6541,M,301.4,310.7
6542,L,301.4,310.7
6543,L,301.4,310.8
6544,L,301.4,310.8
6545,M,301.4,310.7
6546,M,301.4,310.8
6547,M,301.4,310.8
6548,L,301.4,310.8
6549,L,301.4,310.8
6550,H,301.3,310.6
6551,L,301.3,310.7
6552,L,301.4,310.7
6553,L,301.4,310.7
6554,L,301.4,310.8
6555,M,301.4,310.7
6556,H,301.5,310.7
6557,L,301.5,310.7
6558,M,301.5,310.6
6559,M,301.5,310.6
6560,H,301.5,310.6
6561,L,301.6,310.8
6562,L,301.5,310.7
6563,M,301.5,310.7
6564,L,301.5,310.7
6565,L,301.4,310.6
6566,L,301.4,310.6
6567,L,301.3,310.6
6568,M,301.3,310.6
6569,L,301.3,310.6
6570,M,301.4,310.7
6571,L,301.4,310.6
6572,M,301.3,310.6
6573,L,301.4,310.7
6574,M,301.4,310.6
6575,L,301.4,310.6
6576,M,301.4,310.5
6577,L,301.5,310.5
6578,L,301.4,310.4
6579,L,301.4,310.4
6580,L,301.3,310.4
6581,L,301.3,310.4
6582,L,301.4,310.4
6583,L,301.5,310.5
6584,M,301.5,310.5
6585,L,301.5,310.5
6586,M,301.5,310.5
6587,L,301.5,310.6
6588,M,301.6,310.7
6589,L,301.6,310.7
6590,M,301.6,310.6
6591,L,301.7,310.7
6592,L,301.7,310.7
6593,M,301.6,310.7
6594,L,301.6,310.7
6595,L,301.6,310.6
6596,M,301.5,310.7
6597,M,301.5,310.7
6598,L,301.5,310.6
6599,L,301.5,310.7
6600,L,301.6,310.7
6601,M,301.5,310.6
6602,M,301.5,310.7
6603,L,301.5,310.6
6604,M,301.5,310.6
6605,M,301.5,310.6
6606,M,301.6,310.6
6607,H,301.5,310.5
6608,L,301.5,310.5
6609,M,301.5,310.4
6610,L,301.5,310.4
6611,L,301.5,310.4
6612,H,301.5,310.5
6613,L,301.6,310.6
6614,L,301.7,310.6
6615,L,301.7,310.6
6616,L,301.7,310.6
6617,M,301.7,310.6
6618,L,301.6,310.6
6619,M,301.6,310.6
6620,M,301.7,310.7
6621,M,301.6,310.7
6622,M,301.7,310.7
6623,L,301.7,310.7
6624,M,301.7,310.7
6625,L,301.7,310.7
6626,M,301.6,310.7
6627,L,301.6,310.6
6628,M,301.7,310.6
6629,L,301.6,310.5
6630,L,301.6,310.5
6631,M,301.6,310.5
6632,M,301.5,310.4
6633,L,301.4,310.4
6634,M,301.5,310.5
6635,L,301.5,310.5
6636,L,301.5,310.5
6637,M,301.5,310.5
6638,H,301.5,310.5
6639,L,301.5,310.5
6640,L,301.4,310.5
6641,L,301.4,310.4
6642,L,301.5,310.5
6643,L,301.6,310.6
6644,M,301.5,310.5
6645,L,301.5,310.6
6646,M,301.5,310.4
6647,L,301.5,310.5
6648,L,301.5,310.5
6649,L,301.5,310.4
6650,M,301.5,310.4
6651,L,301.6,310.4
6652,M,301.5,310.4
6653,H,301.5,310.4
6654,M,301.4,310.3
6655,L,301.4,310.3
6656,L,301.4,310.3
6657,M,301.4,310.4
6658,L,301.4,310.3
6659,L,301.4,310.4
6660,L,301.3,310.3
6661,H,301.4,310.5
6662,M,301.3,310.4
6663,M,301.3,310.4
6664,L,301.3,310.4
6665,L,301.3,310.4
6666,L,301.3,310.4
6667,L,301.3,310.4
6668,H,301.4,310.5
6669,L,301.4,310.5
6670,L,301.4,310.5
6671,L,301.5,310.6
6672,L,301.5,310.6
6673,L,301.6,310.7
6674,L,301.6,310.7
6675,L,301.5,310.7
6676,L,301.5,310.6
6677,L,301.5,310.7
6678,L,301.5,310.7
6679,M,301.5,310.7
6680,L,301.6,310.8
6681,L,301.5,310.8
6682,L,301.4,310.7
6683,L,301.5,310.8
6684,L,301.5,310.9
6685,L,301.6,310.9
6686,L,301.6,310.9
6687,L,301.7,311.0
6688,L,301.7,311.0
6689,L,301.7,311.0
6690,L,301.7,311.0
6691,L,301.7,311.0
6692,M,301.7,311.0
6693,M,301.8,311.0
6694,M,301.8,311.0
6695,M,301.7,310.9
6696,M,301.7,311.0
6697,L,301.7,310.9
6698,L,301.6,310.9
6699,L,301.6,310.8
6700,M,301.7,310.8
6701,H,301.6,310.9
6702,L,301.6,310.9
6703,M,301.6,310.8
6704,M,301.5,310.7
6705,M,301.5,310.7
6706,M,301.5,310.6
6707,L,301.4,310.6
6708,L,301.3,310.6
6709,M,301.4,310.6
6710,L,301.4,310.6
6711,L,301.5,310.7
6712,L,301.5,310.7
6713,H,301.4,310.7
6714,L,301.3,310.6
6715,L,301.3,310.6
6716,L,301.3,310.6
6717,L,301.3,310.6
6718,M,301.4,310.6
6719,L,301.4,310.6
6720,M,301.4,310.6
6721,L,301.3,310.6
6722,L,301.4,310.7
6723,L,301.4,310.7
6724,M,301.4,310.6
6725,L,301.3,310.6
6726,M,301.5,310.7
6727,L,301.5,310.8
6728,L,301.5,310.8
6729,L,301.5,310.9
6730,H,301.5,310.9
6731,M,301.6,311.0
6732,L,301.6,310.9
6733,L,301.7,311.0
6734,M,301.7,311.0
6735,M,301.6,310.9
6736,L,301.6,311.0
6737,L,301.7,311.0
6738,M,301.7,311.0
6739,H,301.8,311.1
6740,L,301.7,311.2
6741,L,301.8,311.2
6742,M,301.7,311.1
6743,H,301.7,311.2
6744,L,301.7,311.2
6745,M,301.7,311.0
6746,M,301.8,311.1
6747,M,301.7,311.1
6748,M,301.8,311.1
6749,H,301.7,311.0
6750,L,301.7,311.0
6751,M,301.7,311.0
6752,M,301.7,311.0
6753,L,301.6,310.9
6754,L,301.6,310.9
6755,L,301.8,311.1
6756,M,301.8,311.1
6757,L,301.8,311.2
6758,L,301.8,311.2
6759,L,301.7,311.1
6760,L,301.7,311.0
6761,L,301.5,310.9
6762,L,301.5,310.9
6763,L,301.4,310.8
6764,M,301.4,310.8
6765,L,301.4,310.9
6766,L,301.5,310.9
6767,M,301.4,311.0
6768,L,301.3,310.9
6769,H,301.3,310.8
6770,L,301.2,310.8
6771,M,301.3,310.8
6772,M,301.2,310.7
6773,L,301.3,310.7
6774,L,301.3,310.8
6775,H,301.2,310.7
6776,L,301.2,310.6
6777,L,301.3,310.6
6778,L,301.2,310.7
6779,M,301.3,310.7
6780,M,301.3,310.8
6781,L,301.3,310.8
6782,M,301.3,310.8
6783,L,301.3,310.8
6784,L,301.3,310.8
6785,M,301.3,310.7
6786,L,301.2,310.6
6787,L,301.2,310.6
6788,H,301.1,310.6
6789,M,301.1,310.6
6790,M,301.1,310.5
6791,M,301.1,310.7
6792,L,301.2,310.7
6793,L,301.2,310.6
6794,L,301.3,310.7
6795,L,301.3,310.8
6796,L,301.4,310.8
6797,M,301.3,310.7
6798,M,301.2,310.7
6799,L,301.2,310.7
6800,M,301.1,310.7
6801,M,301.1,310.6
6802,L,301.1,310.7
6803,M,301.1,310.7
6804,M,301.1,310.7
6805,L,301.0,310.6
6806,M,301.0,310.7
6807,L,301.1,310.8
6808,L,301.0,310.8
6809,L,301.0,310.7
6810,L,300.9,310.8
6811,L,301.0,310.7
6812,L,300.9,310.6
6813,L,300.9,310.6
6814,M,300.9,310.7
6815,H,300.8,310.6
6816,L,300.9,310.7
6817,L,300.9,310.7
6818,M,301.0,310.7
6819,M,301.0,310.7
6820,L,300.9,310.7
6821,L,300.8,310.6
6822,M,300.8,310.6
6823,M,300.9,310.6
6824,M,300.9,310.7
6825,L,300.9,310.7
6826,L,301.0,310.9
6827,L,301.0,310.9
6828,M,301.0,310.9
6829,L,301.0,310.9
6830,H,300.9,310.9
6831,M,301.0,310.9
6832,L,301.1,311.0
6833,M,301.1,311.1
6834,L,301.1,311.1
6835,L,301.1,311.0
6836,L,301.0,310.9
6837,H,301.1,311.0
6838,M,301.0,311.0
6839,L,301.1,311.1
6840,L,301.2,311.2
6841,L,301.1,311.1
6842,M,301.1,311.2
6843,L,301.2,311.2
6844,L,301.3,311.3
6845,M,301.3,311.4
6846,M,301.3,311.5
6847,M,301.2,311.5
6848,L,301.2,311.4
6849,M,301.1,311.3
6850,L,301.1,311.3
6851,M,301.0,311.2
6852,M,301.0,311.2
6853,H,301.0,311.2
6854,L,300.9,311.1
6855,L,301.0,311.2
6856,M,301.1,311.3
6857,M,301.1,311.3
6858,L,301.1,311.3
6859,L,301.0,311.2
6860,M,301.1,311.3
6861,L,301.1,311.2
6862,H,301.1,311.3
6863,M,301.1,311.2
6864,L,301.1,311.3
6865,L,301.1,311.3
6866,L,301.1,311.4
6867,M,301.0,311.3
6868,L,301.0,311.3
6869,L,301.0,311.2
6870,L,301.0,311.2
6871,H,301.0,311.3
6872,L,301.0,311.3
6873,L,301.0,311.3
6874,L,301.0,311.4
6875,H,300.9,311.3
6876,M,300.8,311.2
6877,L,300.8,311.2
6878,M,300.8,311.2
6879,H,300.9,311.2
6880,H,300.8,311.2
6881,M,300.9,311.3
6882,L,301.0,311.4
6883,L,300.9,311.4
6884,L,300.9,311.3
6885,L,300.8,311.2
6886,L,300.8,311.2
6887,M,300.8,311.3
6888,L,300.8,311.3
6889,M,300.9,311.4
6890,H,300.9,311.4
6891,M,300.9,311.4
6892,L,300.9,311.5
6893,L,301.0,311.6
6894,L,301.0,311.6
6895,L,301.1,311.7
6896,M,301.0,311.6
6897,M,301.0,311.6
6898,L,301.0,311.6
6899,M,301.0,311.6
6900,L,300.9,311.6
6901,L,301.0,311.7
6902,L,301.0,311.7
6903,L,301.0,311.6
6904,M,301.0,311.6
6905,M,300.9,311.5
6906,M,301.0,311.5
6907,M,301.0,311.5
6908,L,300.9,311.3
6909,L,300.9,311.3
6910,L,300.8,311.2
6911,L,300.8,311.2
6912,L,300.8,311.1
6913,M,300.8,311.2
6914,L,300.8,311.2
6915,H,300.9,311.3
6916,L,301.0,311.4
6917,M,300.9,311.3
6918,L,301.0,311.4
6919,L,301.0,311.5
6920,L,301.0,311.5
6921,M,301.2,311.6
6922,L,301.1,311.6
6923,L,301.2,311.7
6924,L,301.2,311.7
6925,L,301.2,311.6
6926,M,301.1,311.6
6927,H,301.1,311.6
6928,L,301.1,311.6
6929,L,301.1,311.7
6930,M,301.0,311.6
6931,M,300.9,311.5
6932,M,300.8,311.4
6933,L,300.8,311.4
6934,L,300.8,311.4
6935,L,300.8,311.4
6936,L,300.7,311.2
6937,L,300.6,311.1
6938,H,300.6,311.1
6939,L,300.7,311.2
6940,M,300.7,311.3
6941,H,300.8,311.4
6942,L,300.8,311.4
6943,M,300.8,311.4
6944,L,300.7,311.3
6945,M,300.7,311.3
6946,M,300.8,311.4
6947,L,300.7,311.2
6948,M,300.7,311.3
6949,L,300.7,311.2
6950,M,300.7,311.2
6951,H,300.7,311.3
6952,L,300.8,311.3
6953,L,300.8,311.3
6954,L,300.8,311.3
6955,M,300.8,311.2
6956,L,300.7,311.2
6957,M,300.8,311.2
6958,L,300.7,311.1
6959,L,300.6,311.0
6960,L,300.6,311.0
6961,L,300.7,311.0
6962,M,300.7,311.0
6963,M,300.7,311.1
6964,H,300.7,311.0
6965,M,300.7,311.0
6966,L,300.7,311.0
6967,L,300.7,311.0
6968,M,300.8,311.2
6969,L,300.9,311.2
6970,M,300.8,311.1
6971,L,300.7,311.0
6972,M,300.7,311.0
6973,L,300.7,311.0
6974,L,300.7,311.0
6975,L,300.7,311.0
6976,M,300.7,311.0
6977,L,300.6,310.9
6978,L,300.7,311.1
6979,L,300.7,311.1
6980,L,300.9,311.2
6981,L,300.8,311.3
6982,H,300.8,311.2
6983,L,300.7,311.1
6984,M,300.7,311.0
6985,M,300.7,311.0
6986,H,300.8,311.1
6987,L,300.7,311.1
6988,L,300.7,311.1
6989,L,300.7,311.1
6990,M,300.7,311.1
6991,L,300.7,311.1
6992,L,300.8,311.1
6993,L,300.7,311.0
6994,M,300.7,311.0
6995,L,300.6,310.8
6996,M,300.6,310.7
6997,M,300.5,310.6
6998,M,300.6,310.7
6999,M,300.6,310.7
7000,M,300.6,310.7
7001,M,300.6,310.6
7002,L,300.5,310.5
7003,H,300.5,310.6
7004,L,300.5,310.6
7005,L,300.5,310.6
7006,M,300.6,310.7
7007,H,300.6,310.6
7008,L,300.5,310.6
7009,L,300.5,310.6
7010,L,300.5,310.5
7011,M,300.5,310.5
7012,L,300.5,310.5
7013,L,300.4,310.4
7014,M,300.4,310.4
7015,H,300.5,310.5
7016,L,300.5,310.5
7017,L,300.6,310.5
7018,M,300.7,310.6
7019,M,300.7,310.7
7020,L,300.8,310.8
7021,L,300.8,310.8
7022,H,300.7,310.6
7023,L,300.7,310.5
7024,M,300.7,310.6
7025,L,300.6,310.6
7026,H,300.6,310.6
7027,L,300.6,310.7
7028,L,300.6,310.6
7029,M,300.6,310.6
7030,L,300.6,310.6
7031,L,300.7,310.8
7032,L,300.7,310.8
7033,L,300.7,310.9
7034,M,300.7,310.8
7035,H,300.6,310.6
7036,L,300.6,310.6
7037,L,300.7,310.6
7038,L,300.6,310.6
7039,L,300.7,310.6
7040,H,300.6,310.5
7041,L,300.7,310.6
7042,L,300.6,310.5
7043,L,300.6,310.5
7044,M,300.7,310.6
7045,M,300.7,310.6
7046,M,300.7,310.6
7047,M,300.7,310.5
7048,L,300.6,310.4
7049,L,300.6,310.4
7050,L,300.6,310.4
7051,L,300.6,310.4
7052,L,300.6,310.4
7053,H,300.6,310.4
7054,H,300.7,310.5
7055,H,300.7,310.5
7056,L,300.8,310.6
7057,M,300.8,310.5
7058,L,300.8,310.6
7059,L,300.7,310.6
7060,L,300.6,310.5
7061,H,300.6,310.4
7062,L,300.6,310.4
7063,M,300.6,310.4
7064,L,300.7,310.4
7065,M,300.8,310.5
7066,L,300.8,310.6
7067,M,300.8,310.7
7068,M,300.8,310.7
7069,L,300.8,310.7
7070,L,300.8,310.7
7071,L,300.7,310.7
7072,H,300.7,310.6
7073,M,300.7,310.6
7074,L,300.7,310.6
7075,M,300.7,310.6
7076,L,300.7,310.5
7077,L,300.7,310.5
7078,M,300.7,310.5
7079,L,300.7,310.5
7080,L,300.7,310.5
7081,L,300.7,310.4
7082,L,300.7,310.4
7083,L,300.7,310.3
7084,L,300.7,310.4
7085,L,300.6,310.3
7086,L,300.6,310.3
7087,L,300.6,310.4
7088,L,300.6,310.3
7089,M,300.6,310.3
7090,L,300.6,310.2
7091,M,300.6,310.2
7092,L,300.6,310.2
7093,L,300.7,310.2
7094,H,300.7,310.3
7095,L,300.6,310.2
7096,L,300.6,310.1
7097,L,300.6,310.2
7098,M,300.6,310.2
7099,L,300.7,310.2
7100,M,300.7,310.2
7101,L,300.7,310.2
7102,L,300.8,310.2
7103,M,300.8,310.3
7104,H,300.8,310.3
7105,L,300.9,310.4
7106,L,300.9,310.4
7107,L,300.8,310.5
7108,H,300.9,310.5
7109,M,300.8,310.5
7110,L,300.9,310.5
7111,M,300.8,310.4
7112,M,300.8,310.4
7113,L,300.9,310.4
7114,L,300.9,310.4
7115,H,300.9,310.4
7116,M,301.0,310.6
7117,L,301.0,310.5
7118,L,300.9,310.5
7119,L,300.9,310.5
7120,L,301.0,310.5
7121,L,300.9,310.5
7122,M,300.9,310.4
7123,L,300.9,310.4
7124,M,300.9,310.4
7125,M,300.8,310.3
7126,L,300.7,310.1
7127,M,300.6,310.0
7128,L,300.6,310.0
7129,L,300.6,310.0
7130,L,300.6,310.0
7131,L,300.6,309.9
7132,M,300.5,309.8
7133,L,300.5,309.9
7134,M,300.5,309.9
7135,M,300.5,310.0
7136,L,300.5,309.9
7137,M,300.5,309.9
7138,M,300.6,310.0
7139,L,300.6,310.1
7140,L,300.6,310.1
7141,L,300.5,309.9
7142,M,300.4,309.8
7143,H,300.3,309.7
7144,H,300.3,309.7
7145,M,300.4,309.8
7146,L,300.5,310.0
7147,L,300.4,309.9
7148,L,300.3,309.8
7149,M,300.3,309.8
7150,L,300.2,309.8
7151,L,300.2,309.8
7152,H,300.2,309.9
7153,L,300.2,309.9
7154,L,300.2,310.0
7155,L,300.3,310.1
7156,M,300.2,309.9
7157,M,300.2,310.0
7158,L,300.2,310.0
7159,L,300.2,310.0
7160,L,300.1,310.0
7161,M,300.2,310.1
7162,L,300.2,310.2
7163,L,300.2,310.2
7164,M,300.1,310.1
7165,M,300.2,310.1
7166,L,300.2,310.1
7167,M,300.3,310.2
7168,L,300.3,310.3
7169,L,300.3,310.3
7170,L,300.3,310.2
7171,M,300.3,310.2
7172,M,300.2,310.2
7173,M,300.1,310.1
7174,L,300.1,310.1
7175,L,300.2,310.2
7176,L,300.1,310.1
7177,L,300.1,310.1
7178,L,300.2,310.2
7179,L,300.2,310.2
7180,L,300.2,310.1
7181,M,300.2,310.2
7182,L,300.2,310.3
7183,L,300.3,310.3
7184,L,300.2,310.3
7185,M,300.2,310.3
7186,L,300.3,310.4
7187,M,300.4,310.5
7188,L,300.4,310.5
7189,L,300.4,310.4
7190,L,300.4,310.4
7191,L,300.3,310.3
7192,L,300.3,310.3
7193,M,300.2,310.2
7194,L,300.1,310.1
7195,L,300.1,310.1
7196,M,300.1,310.1
7197,H,300.1,310.1
7198,L,300.0,310.0
7199,M,300.0,309.9
7200,L,300.0,309.9
7201,L,300.0,309.9
7202,L,300.0,309.8
7203,L,300.0,309.7
7204,M,299.8,309.6
7205,L,299.8,309.6
7206,L,299.8,309.7
7207,L,299.8,309.7
7208,M,299.7,309.6
7209,L,299.8,309.7
7210,L,299.8,309.7
7211,M,299.8,309.6
7212,L,299.8,309.7
7213,M,299.8,309.7
7214,M,299.8,309.8
7215,M,299.9,309.8
7216,L,299.9,309.8
7217,M,300.0,309.9
7218,L,299.9,309.8
7219,H,299.9,309.8
7220,M,299.8,309.7
7221,L,299.8,309.7
7222,H,299.7,309.6
7223,M,299.8,309.7
7224,L,299.8,309.6
7225,L,299.8,309.6
7226,M,299.8,309.7
7227,L,299.7,309.6
7228,L,299.7,309.6
7229,H,299.8,309.7
7230,L,299.8,309.8
7231,L,299.8,309.8
7232,L,299.8,309.9
7233,M,299.9,309.9
7234,L,299.9,310.0
7235,M,299.8,310.0
7236,L,299.8,310.0
7237,M,299.8,310.0
7238,M,299.8,310.0
7239,L,299.8,310.0
