Function,Agency,Fund Type,FP Category,Fund,Subfund,Subfund Name,2019-20 Estimates,2018-19 Actuals,2017-18 Actuals,2016-17 Actuals,2015-16 Actuals,2014-15 Actuals,2013-14  Actuals,2012-13  Actuals,2011-12  Actuals,2010-11  Actuals,2009-10  Actuals,2008-09  Actuals,2007-08  Actuals,2006-07  Actuals,2005-06  Actuals,2004-05  Actuals,2003-04  Actuals,2002-03  Actuals,2001-02  Actuals,2000-01  Actuals,1999-00  Actuals,1998-99  Actuals,1997-98  Actuals,1996-97  Actuals,1995-96  Actuals,1994-95  Actuals
Public Protection/Criminal Justice,"Homeland Security and Emergency Services, Division of",Special Revenue Funds - Federal,Personal Service,Federal Miscellaneous Operating Grants Fund,253FS,Federal Stimulu,0,0,0,0,12,429,607,549,351,337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Public Protection/Criminal Justice,"Homeland Security and Emergency Services, Division of",Special Revenue Funds - Federal,Fringe Benefits,Federal USDA / Food and Nutrition Services Fund,25000,Fed USDA/FNS,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Public Protection/Criminal Justice,"Homeland Security and Emergency Services, Division of",Special Revenue Funds - Federal,Personal Service,Federal USDA / Food and Nutrition Services Fund,25000,Fed USDA/FNS,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Public Protection/Criminal Justice,"Homeland Security and Emergency Services, Division of",Special Revenue Funds - Other,Fringe Benefits,Combined Expendable Trust,20150,Emergency Serv,30,48,28,27,32,59,65,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Public Protection/Criminal Justice,"Homeland Security and Emergency Services, Division of",Special Revenue Funds - Other,Grants to Local Gov.,Combined Expendable Trust,20150,Emergency Serv,3101,"1,237",1137,1705,2894,2192,835,2194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Public Protection/Criminal Justice,"Homeland Security and Emergency Services, Division of",Special Revenue Funds - Other,Indirect Costs,Combined Expendable Trust,20150,Emergency Serv,4,2,4,2,1,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Public Protection/Criminal Justice,"Homeland Security and Emergency Services, Division of",Special Revenue Funds - Other,Non-Personal Service,Combined Expendable Trust,20150,Emergency Serv,93,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Public Protection/Criminal Justice,"Homeland Security and Emergency Services, Division of",Special Revenue Funds - Other,Personal Service,Combined Expendable Trust,20150,Emergency Serv,127,54,54,34,61,98,116,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Public Protection/Criminal Justice,"Homeland Security and Emergency Services, Division of",Special Revenue Funds - Other,Non-Personal Service,Miscellaneous State Special Revenue,21919,Cyber Sec Upgr,0,0,0,0,0,54,952,1101,565,1548,1697,338,694,648,0,0,0,0,0,0,0,0,0,0,0,0
Public Protection/Criminal Justice,"Homeland Security and Emergency Services, Division of",Special Revenue Funds - Other,Fringe Benefits,Miscellaneous State Special Revenue,21944,Radiology,453,544,415,415,341,239,456,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Public Protection/Criminal Justice,"Homeland Security and Emergency Services, Division of",Special Revenue Funds - Other,Grants to Local Gov.,Miscellaneous State Special Revenue,21944,Radiology,3000,"3,000",3000,3000,3000,3000,3675,2325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Public Protection/Criminal Justice,"Homeland Security and Emergency Services, Division of",Special Revenue Funds - Other,Indirect Costs,Miscellaneous State Special Revenue,21944,Radiology,30,27,18,19,16,10,20,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Public Protection/Criminal Justice,"Homeland Security and Emergency Services, Division of",Special Revenue Funds - Other,Non-Personal Service,Miscellaneous State Special Revenue,21944,Radiology,687,83,252,215,846,246,773,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Public Protection/Criminal Justice,"Homeland Security and Emergency Services, Division of",Special Revenue Funds - Other,Personal Service,Miscellaneous State Special Revenue,21944,Radiology,703,699,833,717,667,342,562,676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Public Protection/Criminal Justice,"Homeland Security and Emergency Services, Division of",Special Revenue Funds - Other,Fringe Benefits,Miscellaneous State Special Revenue,21953,NY Fire Academy,239,171,172,224,134,89,115,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Public Protection/Criminal Justice,"Homeland Security and Emergency Services, Division of",Special Revenue Funds - Other,Indirect Costs,Miscellaneous State Special Revenue,21953,NY Fire Academy,9,10,9,8,3,4,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Public Protection/Criminal Justice,"Homeland Security and Emergency Services, Division of",Special Revenue Funds - Other,Non-Personal Service,Miscellaneous State Special Revenue,21953,NY Fire Academy,314,186,246,183,344,114,252,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Public Protection/Criminal Justice,"Homeland Security and Emergency Services, Division of",Special Revenue Funds - Other,Personal Service,Miscellaneous State Special Revenue,21953,NY Fire Academy,278,417,428,350,347,203,267,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Public Protection/Criminal Justice,"Homeland Security and Emergency Services, Division of",Special Revenue Funds - Other,Fringe Benefits,Miscellaneous State Special Revenue,21992,Critical Infras,0,0,0,0,0,0,0,0,0,196,98,161,137,85,0,0,0,0,0,0,0,0,0,0,0,0
Public Protection/Criminal Justice,"Homeland Security and Emergency Services, Division of",Special Revenue Funds - Other,Indirect Costs,Miscellaneous State Special Revenue,21992,Critical Infras,0,0,0,0,0,0,0,0,225,13,8,13,10,6,0,0,0,0,0,0,0,0,0,0,0,0
Public Protection/Criminal Justice,"Homeland Security and Emergency Services, Division of",Special Revenue Funds - Other,Non-Personal Service,Miscellaneous State Special Revenue,21992,Critical Infras,0,0,0,0,0,484,79,200,1,1140,1244,1462,1206,648,0,0,0,0,0,0,0,0,0,0,0,0
Public Protection/Criminal Justice,"Homeland Security and Emergency Services, Division of",Special Revenue Funds - Other,Personal Service,Miscellaneous State Special Revenue,21992,Critical Infras,0,0,0,0,0,0,0,0,200,334,369,264,268,202,0,0,0,0,0,0,0,0,0,0,0,0
Public Protection/Criminal Justice,"Homeland Security and Emergency Services, Division of",Special Revenue Funds - Other,Fringe Benefits,Miscellaneous State Special Revenue,22011,Public Service,0,0,0,0,0,0,0,0,0,0,0,904,980,1461,1058,929,574,0,0,0,0,0,0,0,0,0
Public Protection/Criminal Justice,"Homeland Security and Emergency Services, Division of",Special Revenue Funds - Other,Indirect Costs,Miscellaneous State Special Revenue,22011,Public Service,0,0,0,0,0,0,0,0,0,0,1,87,82,103,81,88,57,0,0,0,0,0,0,0,0,0
Public Protection/Criminal Justice,"Homeland Security and Emergency Services, Division of",Special Revenue Funds - Other,Non-Personal Service,Miscellaneous State Special Revenue,22011,Public Service,0,0,0,0,0,0,0,0,0,0,364,4020,1808,1831,2626,568,839,0,0,0,0,0,0,0,0,0
Public Protection/Criminal Justice,"Homeland Security and Emergency Services, Division of",Special Revenue Funds - Other,Personal Service,Miscellaneous State Special Revenue,22011,Public Service,0,0,0,0,0,0,0,0,0,0,54,2393,1679,2554,2570,2295,2124,0,0,0,0,0,0,0,0,0
Public Protection/Criminal Justice,"Homeland Security and Emergency Services, Division of",Special Revenue Funds - Other,Non-Personal Service,Miscellaneous State Special Revenue,22018,Fire Safe Cigar,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Public Protection/Criminal Justice,"Homeland Security and Emergency Services, Division of",Special Revenue Funds - Other,Grants to Local Gov.,Miscellaneous State Special Revenue,22122,Local Wireless,0,0,0,0,0,0,0,-39350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Public Protection/Criminal Justice,"Homeland Security and Emergency Services, Division of",Special Revenue Funds - Other,Fringe Benefits,Miscellaneous State Special Revenue,22123,Pub Safe Commun,0,0,0,0,0,0,0,40,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Public Protection/Criminal Justice,"Homeland Security and Emergency Services, Division of",Special Revenue Funds - Other,Grants to Local Gov.,Miscellaneous State Special Revenue,22123,Pub Safe Commun,25668,"40,902",22550,33044,27765,28824,27814,51389,18369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Public Protection/Criminal Justice,"Homeland Security and Emergency Services, Division of",Special Revenue Funds - Other,Indirect Costs,Miscellaneous State Special Revenue,22123,Pub Safe Commun,0,0,0,0,0,0,0,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Public Protection/Criminal Justice,"Homeland Security and Emergency Services, Division of",Special Revenue Funds - Other,Non-Personal Service,Miscellaneous State Special Revenue,22123,Pub Safe Commun,8162,"15,399",12812,8557,15135,20137,21467,49952,62188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Public Protection/Criminal Justice,"Homeland Security and Emergency Services, Division of",Special Revenue Funds - Other,Personal Service,Miscellaneous State Special Revenue,22123,Pub Safe Commun,27359,"18,441",13977,14655,9890,8785,7817,8292,7006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Public Protection/Criminal Justice,"Homeland Security and Emergency Services, Division of",Special Revenue Funds - Other,Non-Personal Service,Miscellaneous State Special Revenue,22132,New York Alert,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Public Protection/Criminal Justice,"Homeland Security and Emergency Services, Division of",Special Revenue Funds - Other,Grants to Local Gov.,Miscellaneous State Special Revenue,22173,Vol Fire Rec&Re,200,0,69,177,43,168,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Public Protection/Criminal Justice,"Homeland Security and Emergency Services, Division of",Special Revenue Funds - Other,Non-Personal Service,Miscellaneous State Special Revenue,22199,Airport Securit,506,0,0,151,0,0,241,0,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Public Protection/Criminal Justice,"Homeland Security and Emergency Services, Division of",Special Revenue Funds - Other,Fringe Benefits,Miscellaneous State Special Revenue,22214,Fireworks Reven,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Public Protection/Criminal Justice,"Homeland Security and Emergency Services, Division of",Special Revenue Funds - Other,Indirect Costs,Miscellaneous State Special Revenue,22214,Fireworks Reven,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Public Protection/Criminal Justice,"Homeland Security and Emergency Services, Division of",Special Revenue Funds - Other,Personal Service,Miscellaneous State Special Revenue,22214,Fireworks Reven,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Public Protection/Criminal Justice,"Indigent Legal Services, Office of",Special Revenue Funds - Other,Fringe Benefits,Indigent Legal Services,23551,Indigent Legal,2103,"1,851",1069,967,599,515,489,247,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Public Protection/Criminal Justice,"Indigent Legal Services, Office of",Special Revenue Funds - Other,Grants to Local Gov.,Indigent Legal Services,23551,Indigent Legal,144660,"83,765",72102,60503,58068,51123,53002,56557,62292,65769,70089,79262,74161,67765,54221,51552,0,0,0,0,0,0,0,0,0,0
Public Protection/Criminal Justice,"Indigent Legal Services, Office of",Special Revenue Funds - Other,Indirect Costs,Indigent Legal Services,23551,Indigent Legal,116,94,46,44,28,26,27,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Public Protection/Criminal Justice,"Indigent Legal Services, Office of",Special Revenue Funds - Other,Non-Personal Service,Indigent Legal Services,23551,Indigent Legal,723,314,409,449,210,97,181,69,62,25016,25000,25000,25000,25000,25000,25000,0,0,0,0,0,0,0,0,0,0
Public Protection/Criminal Justice,"Indigent Legal Services, Office of",Special Revenue Funds - Other,Personal Service,Indigent Legal Services,23551,Indigent Legal,3298,"2,430",1873,1678,1211,928,885,606,259,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Public Protection/Criminal Justice,"Investigation, Temporary State Commission of",General Fund,Non-Personal Service,State Operations Account,10050,State Purposes,0,0,0,0,0,0,0,0,0,0,5,835,914,929,827,943,762,639,956,898,366,356,320,277,210,237
Public Protection/Criminal Justice,"Investigation, Temporary State Commission of",General Fund,Personal Service,State Operations Account,10050,State Purposes,0,0,0,0,0,0,0,0,0,0,386,2568,2576,2564,2576,2208,2191,2262,2159,1864,1792,1792,1581,1568,1581,1915
Public Protection/Criminal Justice,"Investigation, Temporary State Commission of",Special Revenue Funds - Federal,Non-Personal Service,Federal Miscellaneous Operating Grants Fund,25300,Fed Oper Grant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
Public Protection/Criminal Justice,"Investigation, Temporary State Commission of",Special Revenue Funds - Other,Non-Personal Service,Miscellaneous State Special Revenue,22061,Seized Assets,0,0,0,0,0,0,0,0,0,0,4,151,173,58,183,137,118,167,137,62,128,71,33,0,0,0
Public Protection/Criminal Justice,Judicial Commissions,General Fund,Non-Personal Service,State Operations Account,10050,State Purposes,0,0,0,0,0,0,0,0,1185,1221,1157,1686,1336,693,663,702,478,445,453,498,471,513,432,489,0,0
Public Protection/Criminal Justice,Judicial Commissions,General Fund,Personal Service,State Operations Account,10050,State Purposes,0,0,0,0,0,0,0,0,3794,3723,3988,3602,2589,2092,2051,1945,1820,1829,1772,1698,1558,1477,1376,1183,0,0
Public Protection/Criminal Justice,"Judicial Conduct, Commission on",General Fund,Non-Personal Service,State Operations Account,10050,State Purposes,1361,"1,464",1314,1324,1359,1356,1261,1256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337,395
Public Protection/Criminal Justice,"Judicial Conduct, Commission on",General Fund,Personal Service,State Operations Account,10050,State Purposes,4677,"3,959",4238,4181,4208,4028,3904,3953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1214,1312
Public Protection/Criminal Justice,"Judicial Nomination, Commission on",General Fund,Non-Personal Service,State Operations Account,10050,State Purposes,30,0,10,10,20,24,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
Public Protection/Criminal Justice,"Judicial Screening Committees, New York State",General Fund,Non-Personal Service,State Operations Account,10050,State Purposes,38,7,14,9,14,12,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,22
Public Protection/Criminal Justice,"Judicial Screening Committees, New York State",General Fund,Personal Service,State Operations Account,10050,State Purposes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,51
Public Protection/Criminal Justice,"Military and Naval Affairs, Division of",Capital Projects Funds - Federal,Capital Projects,Federal Capital Projects,313DD,Fed Grants-Cap,26000,"31,149",31060,34644,21109,14842,8839,8989,7751,13629,23609,27727,45118,30844,19989,7701,5148,5225,5156,2638,1758,1537,2955,3566,1327,497
Public Protection/Criminal Justice,"Military and Naval Affairs, Division of",Capital Projects Funds - Federal,Capital Projects,Federal Capital Projects,313FS,Federal Stimulu,0,0,0,0,0,0,0,0,333,3734,3350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Public Protection/Criminal Justice,"Military and Naval Affairs, Division of",Capital Projects Funds - Other,Capital Projects,Capital Projects Fund,30000,Capital Project,76266,"35,530",29994,35395,17007,14436,10630,9639,8008,6383,10140,12390,7701,5281,4931,5869,7085,6747,6305,6130,6046,5111,4549,3957,4049,4736
Public Protection/Criminal Justice,"Military and Naval Affairs, Division of",Capital Projects Funds - Other,Capital Projects,Capital Projects Fund,300CC,CPF - Auth Bond,21997,"8,903",2253,0,0,0,0,0,0,0,0,3000,3000,3000,3000,0,0,0,0,0,0,0,0,0,0,0
Public Protection/Criminal Justice,"Military and Naval Affairs, Division of",General Fund,Grants to Local Gov.,Community Projects Fund,10251,Comm Proj AA,0,0,0,0,0,0,0,0,26,11,28,52,0,134,87,58,24,121,161,108,283,0,0,0,0,0
Public Protection/Criminal Justice,"Military and Naval Affairs, Division of",General Fund,Grants to Local Gov.,Community Projects Fund,10252,Comm Proj BB,0,0,0,0,0,0,0,0,3,28,9,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0
Public Protection/Criminal Justice,"Military and Naval Affairs, Division of",General Fund,Grants to Local Gov.,Community Projects Fund,10253,Comm Proj CC,0,0,0,0,0,0,0,0,0,0,0,0,21,17,0,0,0,0,0,0,0,0,0,0,0,0
Public Protection/Criminal Justice,"Military and Naval Affairs, Division of",General Fund,Grants to Local Gov.,Community Projects Fund,10255,Comm Proj EE,0,0,0,0,4,0,0,0,2,1,3,0,0,0,30,12,0,0,42,6,0,0,0,0,0,0
Public Protection/Criminal Justice,"Military and Naval Affairs, Division of",General Fund,General State Charges,Community Projects Fund,10256,Comm Proj GG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,21,0,0,0,0,0,0,0,0,0
Public Protection/Criminal Justice,"Military and Naval Affairs, Division of",General Fund,Grants to Local Gov.,Community Projects Fund,10256,Comm Proj GG,0,0,0,0,0,0,0,0,0,1,0,0,2,316,2,0,0,0,0,0,60,0,0,0,0,0
Public Protection/Criminal Justice,"Military and Naval Affairs, Division of",General Fund,Non-Personal Service,Community Projects Fund,10256,Comm Proj GG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,194,99,0,0,0,0,0,0,0,0
Public Protection/Criminal Justice,"Military and Naval Affairs, Division of",General Fund,Personal Service,Community Projects Fund,10256,Comm Proj GG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,92,0,0,0,0,0,0,0,0,0
Public Protection/Criminal Justice,"Military and Naval Affairs, Division of",General Fund,Grants to Local Gov.,Local Assistance Account,10000,Local Assistnce,820,885,819,786,801,724,718,755,730,684,31531,17293,56256,77128,9944,6493,24114,27535,5673,7585,7155,17927,11832,14978,783,573
Public Protection/Criminal Justice,"Military and Naval Affairs, Division of",General Fund,Non-Personal Service,State Operations Account,10050,State Purposes,6598,"6,110",7904,7187,5870,5585,5629,4776,5110,3538,16443,13597,17292,17003,14398,6586,9999,8783,9846,2720,3547,3002,3043,4082,4954,5244
Public Protection/Criminal Justice,"Military and Naval Affairs, Division of",General Fund,Personal Service,State Operations Account,10050,State Purposes,14241,"14,335",15015,16761,16694,15329,16219,15040,15798,17690,19790,25763,35402,33592,26286,15813,19678,11026,24881,11276,11564,10635,9214,9789,10578,10852
Public Protection/Criminal Justice,"Military and Naval Affairs, Division of",Special Revenue Funds - Federal,Fringe Benefits,Federal Miscellaneous Operating Grants Fund,25300,Fed Oper Grant,6620,"11,734",5769,6069,5728,16266,4523,2,5475,7645,7425,6892,7230,6490,4172,5580,3829,5779,3724,2912,3323,2926,4166,3640,2563,3164
Public Protection/Criminal Justice,"Military and Naval Affairs, Division of",Special Revenue Funds - Federal,Grants to Local Gov.,Federal Miscellaneous Operating Grants Fund,25300,Fed Oper Grant,0,0,0,0,0,0,0,0,-192,166,108610,74606,219019,196149,89078,1371194,1539531,1074281,582934,82857,55266,69665,29332,99048,6918,5547
Public Protection/Criminal Justice,"Military and Naval Affairs, Division of",Special Revenue Funds - Federal,Indirect Costs,Federal Miscellaneous Operating Grants Fund,25300,Fed Oper Grant,208,756,0,193,189,923,0,0,12,297,458,0,12,9,0,9,0,0,0,0,0,0,0,0,0,0
Public Protection/Criminal Justice,"Military and Naval Affairs, Division of",Special Revenue Funds - Federal,Non-Personal Service,Federal Miscellaneous Operating Grants Fund,25300,Fed Oper Grant,15294,"16,035",15948,14677,13265,13133,11190,11876,11605,12786,15036,15257,30520,15765,20478,12763,11692,15512,11829,9968,7191,6466,6874,6132,6718,7186
